eXoID	MobyID	Game	Safe	File	Folder	Year	Publisher	Developer	Genre	Perspective	SubGenre	Misc	Series	URL	Collection	Notes	Compilation?	Foreign?	Add-On Included?	3D Graphics Card	3DFX Enabled	Video Modes	Video Resolution	SC55 Enabled	MT32 Enabled	Tandy Sound Enabled	Printer Support?	Max Players	Min CPU
DOS17492		Drop 'Em		Drop 'Em (1993).zip	dropem	1993		Alex Hornby	Puzzle / Falling block puzzle				Tetris variants		Y													2	
DOS07803	105857	Drop of Light	Drop of Light	Drop of Light (2002).zip	DropsLit	2002	Tursiops Truncatus Software	Tursiops Truncatus Software	Puzzle					http://www.mobygames.com/game/drop-of-light	Y													1	Intel i486
DOS01892	54549	Drop-Drop	Drop-Drop	Drop-Drop (1992).zip	DropDrop	1992	Russ, Ltd.	Russ, Ltd.	Puzzle		Puzzle-Solving, Real-Time			http://www.mobygames.com/game/drop-drop	Y							VGA; EGA						1	Intel 8088 / 8086
DOS07722	94600	Dropper	Dropper	Dropper (1991).zip	Drop1991	1991	LocIS	LocIS	Action					http://www.mobygames.com/game/dropper	Y													1	
DOS01898	768	Drug Wars	Drug Wars	Drug Wars (1994).zip	Dwars	1994	American Laser Games	American Laser Games	Action; Interactive Movie; Shooter / Rail shooter	3rd-Person Perspective	Arcade, Interactive Movie, Shooter, Video Backdrop		Crime Patrol series; Genre: Rail shooter	http://www.mobygames.com/game/drug-wars	Y							VGA						1	Intel i386
DOS17531		Drug Wars (REEL Magic)		Drug Wars (REEL Magic)(1993).zip	RM_DW	1994	American Laser Games	American Laser Games	Action; Arcade; Interactive Movie; Shooter				Playlist: REEL Magic; REEL Magic games		Y													1	
DOS01899	9520	Drug Wars: A Game Based on the New York Drug Market	Drug Wars	Drug Wars (1984).zip	drugwars	1984	Freeware	John E. Dell	Construction and Management Simulation		Interactive Fiction, Turn-based		Merchant / Trade-oriented games	http://www.mobygames.com/game/drug-wars-a-game-based-on-the-new-york-drug-market	Y													1	Intel 8088 / 8086
DOS01897	2023	Druglord	Druglord	Druglord (1991).zip	druglord	1991	FantasyWare, Inc.	FantasyWare, Inc.	Construction and Management Simulation		Managerial			http://www.mobygames.com/game/druglord	Y													1	Intel 8088 / 8086
DOS01900	3426	Druid: Daemons of the Mind	Druid - Daemons of the Mind	Druid - Daemons of the Mind (1995).zip	druiddm	1995				3rd-Person Perspective, Isometric	Fantasy		Theme: Fantasy	http://www.mobygames.com/game/druid-daemons-of-the-mind	Y							VESA; SuperVGA		Y	Y			1	Intel i486 DX
DOS15356		Dschump!	Dschump!	Dschump! (1993).zip	Dschump	1993	Freeware	Peter Hinz	Arcade; Strategy					https://www.old-games.ru/game/5457.html	Y													1	
DOS01902	51162	Dstroy	Dstroy	Dstroy (1995).zip	Dstroy	1995	Fully Bugged Software	Fully Bugged Software	Action	Top-Down	Arcade			http://www.mobygames.com/game/dstroy	Y							VGA						4	Intel i486 DX2
DOS15357		Duchi & Bbukku	Duchi and Bbukku	Duchi and Bbukku (1997).zip	Duchi	1997	STE	STE	Action; Platform					https://www.old-games.ru/game/8512.html	Y													1	
DOS01903	28248	Duck Hunt (1993)	Duck Hunt	Duck Hunt (1993).zip	DuckHunt	1993	Freeware	ALO-Software	Action; Sports	3rd-Person Perspective	Arcade, Shooter			http://www.mobygames.com/game/duck-hunt_	Y													1	
DOS07436	74384	Duck Hunt (1995)	Duck Hunt	Duck Hunt (1995).zip	DckHnt95	1995	Creators of Intense Art	Creators of Intense Art	Action; Sports					http://www.mobygames.com/game/duck-hunt__	Y													1	Intel 8088 / 8086
DOS15358		Duck Mr Duck	Duck Mr Duck	Duck Mr Duck (1998).zip	DuckMrDk	1998	Freeware	Patrik Karlsson	Shooter; Strategy					https://www.old-games.ru/game/7973.html	Y													3	
DOS01904	37036	Ducks	Ducks	Ducks (1998).zip	ducks	1998	Hungry Software	Hungry Software	Puzzle	3rd-Person Perspective	Puzzle-Solving, Real-Time	Editor / Construction Set	Lemmings variants	http://www.mobygames.com/game/ducks	Y													1	
DOS06812	70766	Dueling Dragons	Dueling Dragons	Dueling Dragons (1989).zip	DuelDrag	1989	Freeware	Unknown	Strategy	Top-Down	Arcade		Light Cycle games	http://www.mobygames.com/game/dueling-dragons-	Y													2	
DOS15359		Duff	Duff	Duff (1996).zip	Duff1996	1996	inTech	inTech	Strategy				Boulder Dash variants	https://www.old-games.ru/game/7971.html	Y													1	
DOS15360		Dugsy	Dugsy	Dugsy (1992).zip	Dugsy	1992	Ediciones Manali, S.A.	AGD	Shooter					https://www.old-games.ru/game/5366.html	Y													1	
DOS01906	19465	Duke 3D Mania	Duke 3D Mania	Duke 3D Mania (1997).zip	Duke3DMa	1997	Most Significant Bits, Inc	Most Significant Bits, Inc	Action; First Person Shooter	1st-Person Perspective	Shooter	Add-on, Compilation / Shovelware	Duke Nukem games	http://www.mobygames.com/game/duke-3d-mania	Y									Y				4	
DOS01907	19457	Duke Assault	Duke Assault	Duke Assault (1997).zip	DukeAssa	1997	WizardWorks Group, Inc.	WizardWorks	Action; First Person Shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter	Add-on, Compilation / Shovelware	Duke Nukem games	http://www.mobygames.com/game/duke-assault	Y									Y				4	
DOS01908	2188	Duke Caribbean: Life's A Beach	Duke Caribbean - Life's A Beach	Duke Caribbean - Life's A Beach (1997).zip	DukeCari	1997	WizardWorks Group, Inc.	Sunstorm Interactive	Action; First Person Shooter	1st-Person Perspective	Shooter	Add-on	Duke Nukem games	http://www.mobygames.com/game/duke-caribbean-lifes-a-beach	Y							VGA; SuperVGA		Y				8	Intel Pentium
DOS01909	2186	Duke it out in D.C.	Duke it out in D.C.	Duke it out in D.C. (1997).zip	Dukeitou	1997	WizardWorks Group, Inc.	Sunstorm Interactive	Action; First Person Shooter	1st-Person Perspective	Shooter	Add-on	Duke Nukem games	http://www.mobygames.com/game/duke-it-out-in-dc	Y							VGA; SuperVGA		Y				8	Intel Pentium
DOS15361		Duke It's Zero Hour	Duke It's Zero Hour	Duke It's Zero Hour (1997).zip	DukeZH	1997	Freeware	ZeroHour Software	Action; First Person Shooter				Duke Nukem games	https://www.old-games.ru/game/7481.html	Y													8	
DOS01912	365	Duke Nukem 3D	Duke Nukem 3D	Duke Nukem 3D (1996).zip	Duke3D	1996	GT Interactive Software Corp.	3D Realms Entertainment	Action; First Person Shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter	Editor / Construction Set	Duke Nukem games	http://www.mobygames.com/game/duke-nukem-3d	Y							VGA; VESA; SuperVGA	640x480; 800x600; 320x200; 320x400	Y				8	Intel i486 DX2
DOS01913	6010	Duke Nukem 3D: Atomic Edition	Duke Nukem 3D - Atomic Edition	Duke Nukem 3D - Atomic Edition (1996).zip	Duke3DAt	1996	GT Interactive Software Corp.	3D Realms Entertainment	Action; First Person Shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter	Compilation / Shovelware	Duke Nukem games	http://www.mobygames.com/game/duke-nukem-3d-atomic-edition	Y							VGA; SuperVGA	640x480; 800x600; 320x200; 320x400	Y				8	Intel i486 DX2
DOS01916	1009	Duke Nukem II	Duke Nukem II	Duke Nukem II (1993).zip	DukeN2	1993	Apogee Software, Ltd.	Apogee Software, Ltd.	Action; Platform; Shooter	3rd-Person Perspective, Platform, Side-Scrolling	Sci-Fi / Futuristic, Shooter		Duke Nukem games	http://www.mobygames.com/game/duke-nukem-ii	Y							VGA						1	Intel 80286
DOS06452	61214	Duke Nukem's Penthouse Paradise	Duke Nukem's Penthouse Paradise	Duke Nukem's Penthouse Paradise (1997).zip	DukeNuk	1997	GT Interactive Software Corp.	Intersphere Communications Ltd.	Action; First Person Shooter	1st-Person Perspective	Adult, Sci-Fi / Futuristic, Shooter	Add-on	Duke Nukem games	http://www.mobygames.com/game/duke-nukems-penthouse-paradise	Y									Y				8	
DOS01917	14344	Duke Nukum: Episode 1 - Shrapnel City	Duke Nukem - Episode 1 - Shrapnel City	Duke Nukem - Episode 1 - Shrapnel City (1991).zip	DukeN11	1991	Apogee Software, Ltd.	Apogee Software, Ltd.	Action; Platform; Shooter	Platform, Side-Scrolling	Arcade, Sci-Fi / Futuristic, Shooter		Duke Nukem games; Theme: Sci-Fi	http://www.mobygames.com/game/duke-nukum-episode-1-shrapnel-city	Y							EGA						1	Intel 8088 / 8086
DOS01918	14345	Duke Nukum: Episode 2 - Mission: Moonbase	Duke Nukem - Episode 2 - Mission - Moonbase	Duke Nukem - Episode 2 - Mission - Moonbase (1991).zip	DukeN12	1991	Apogee Software, Ltd.	Apogee Software, Ltd.	Action; Platform; Shooter	Platform, Side-Scrolling	Arcade, Sci-Fi / Futuristic, Shooter		Duke Nukem games	http://www.mobygames.com/game/duke-nukum-episode-2-mission-moonbase	Y							EGA						1	Intel 8088 / 8086
DOS01919	14346	Duke Nukum: Episode 3 - Trapped in the Future	Duke Nukem - Episode 3 - Trapped in the Future	Duke Nukem - Episode 3 - Trapped in the Future (1991).zip	DukeN13	1991	Apogee Software, Ltd.	Apogee Software, Ltd.	Action; Platform; Shooter	Platform, Side-Scrolling	Sci-Fi / Futuristic, Shooter		Duke Nukem games	http://www.mobygames.com/game/duke-nukum-episode-3-trapped-in-the-future	Y							EGA						1	Intel 8088 / 8086
DOS00284		Duke Screw 'Em 38D	Duke Screw 'Em 38D	Duke Screw 'Em 38D (1997).zip	duke38d	1997	Digital Dogz	Digital Dogz	Action; First Person Shooter						Y													1	
DOS01922	19459	Duke!ZONE II	Duke!ZONE II	Duke!ZONE II (1997).zip	Duke!Z	1997	WizardWorks Group, Inc.	WizardWorks	Action; First Person Shooter	1st-Person Perspective	Shooter	Add-on, Compilation / Shovelware	D!Zone series; Duke Nukem games	http://www.mobygames.com/game/dukezone-ii	Y									Y				4	
DOS01910	5145	Duke: Nuclear Winter	Duke - Nuclear Winter	Duke - Nuclear Winter (1997).zip	DukeNucl	1997	WizardWorks Group, Inc.	Simply Silly Software	Action; First Person Shooter	1st-Person Perspective	Sci-Fi / Futuristic, Shooter	Add-on	Duke Nukem games	http://www.mobygames.com/game/duke-nuclear-winter	Y							VGA; SuperVGA		Y				8	Intel Pentium
DOS01923	380	Dune	Dune	Dune (1992).zip	dune	1992				1st-Person Perspective, Top-Down	Sci-Fi / Futuristic	Licensed Title	Dune series; Theme: Sci-Fi	http://www.mobygames.com/game/dune	Y							VGA			Y			1	Intel 80286
DOS01924	241	Dune II: The Building of a Dynasty	Dune 2 - The Building of a Dynasty	Dune 2 - The Building of a Dynasty (1992).zip	dune2	1992				Top-Down	Real-Time, Sci-Fi / Futuristic	Licensed Title	Dune series; Theme: Sci-Fi	http://www.mobygames.com/game/dune-ii-the-building-of-a-dynasty	Y							VGA; MCGA		Y	Y			1	Intel 80286
DOS06074	59583	Dune III	Dune III	Dune III (1995).zip	Dune395	1995	Freeware	Sergei Bobrovsky	Strategy	Top-Down	Sci-Fi / Futuristic, Turn-based		Theme: Sci-Fi	http://www.mobygames.com/game/dune-iii	Y							VGA						1	Intel 80286
DOS01925	30162	Dungeon (1987)	Dungeon	Dungeon (1987).zip	dungeon	1987	Freeware	Erik Oredson	Role-Playing		Fantasy, Interactive Fiction		Rogue variants / Roguelikes; Theme: Fantasy	http://www.mobygames.com/game/zork	Y													1	
DOS00154		Dungeon (1990)	Dungeon	Dungeon (1990).zip	Dung90	1990	Freeware	Ed T. Toton III	Role-Playing		RPG				Y													1	
DOS00155		Dungeon Explorer: Dungeon of the Beast	Dungeon Explorer - Dungeon of the Beast	Dungeon Explorer - Dungeon of the Beast (1990).zip	Dexpl	1990	Freeware	John K. Murphy	Role-Playing						Y													1	
DOS01927	992	Dungeon Hack	Dungeon Hack	Dungeon Hack (1993).zip	duhack	1993	Strategic Simulations, Inc.	DreamForge Intertainment, Inc.	Role-Playing	1st-Person Perspective	Fantasy, Fighting, Puzzle-Solving, Real-Time	Editor / Construction Set, Licensed Title	D&D / AD&D licensees; Forgotten Realms world; Theme: Fantasy	http://www.mobygames.com/game/dungeon-hack	Y							VGA			Y			1	Intel i386
DOS01928	156	Dungeon Keeper	Dungeon Keeper	Dungeon Keeper (1997).zip	dungkeep	1997				1st-Person Perspective, 3rd-Person Perspective, Isometric	Fantasy, Real-Time		Dungeon Keeper series; Theme: Fantasy	http://www.mobygames.com/game/dungeon-keeper	Y							VGA; VESA; SuperVGA						4	Intel i486
DOS01931	834	Dungeon Master	Dungeon Master	Dungeon Master (1989).zip	dumast1	1992				1st-Person Perspective	Fantasy, Puzzle-Solving, Real-Time		Dungeon Master series; Theme: Fantasy	http://www.mobygames.com/game/dungeon-master	Y							VGA; EGA; Tandy / PCjr; MCGA						1	Intel 80286
DOS01932	914	Dungeon Master II: Skullkeep	Dungeon Master II - The Legend of Skullkeep	Dungeon Master II - The Legend of Skullkeep (1994).zip	dumast2	1995				1st-Person Perspective	Fantasy, Puzzle-Solving, Real-Time		Dungeon Master series; Theme: Fantasy	http://www.mobygames.com/game/dungeon-master-ii-skullkeep	Y							VGA; MCGA						1	Intel i386 DX
DOS00234		Dungeon of Death (1989)	Dungeon of Death	Dungeon of Death (1989).zip	DunODeat	1989	Softdisk Publishing	Martin Richardson	Role-Playing; Text-Based						Y	bbd14												1	
DOS06024		Dungeon of Death (1994)	Dungeon of Death	Dungeon of Death (1994).zip	DofD94	1994	Kapps	Kapps	Role-Playing				Theme: Fantasy		Y													1	
DOS00235		Dungeon of Shalan	Dungeon of Shalan	Dungeon of Shalan (1988).zip	dshalan	1988	Softdisk Publishing	Softdisk Publishing	Action; Adventure						Y	bbd27												1	
DOS01933	42999	Dungeon Quest	Dungeon Quest	Dungeon Quest (1985).zip	dquest	1985	Freeware	Bill Chelmowski	Role-Playing	3rd-Person Perspective, Top-Down	Fantasy, Turn-based			http://www.mobygames.com/game/dungeon-quest_	Y							Tandy / PCjr						1	Intel 8088 / 8086
DOS00156		Dungeon Thief	Dungeon Thief	Dungeon Thief (1991).zip	DungeonT	1991	Sente Systems, Inc.	Blue Magic Software	Role-Playing; Text-Based				Theme: Fantasy		Y													1	
DOS01937	54656	Dungeons of Kairn	Dungeons of Kairn	Dungeons of Kairn (1989).zip	dkairn	1989	Freeware	Michael W. Lawrence	Role-Playing	Top-Down	Fantasy, Turn-based		Theme: Fantasy	http://www.mobygames.com/game/dungeons-of-kairn	Y							CGA						1	Intel 8088 / 8086
DOS01938	26942	Dungeons of Kremlin	Dungeons of Kremlin	Dungeons of Kremlin (1995).zip	DungKrem	1995	NewCom	Gelios	Action; First Person Shooter	1st-Person Perspective	Horror, Shooter		Theme: Horror	http://www.mobygames.com/game/dungeons-of-kremlin	Y													1	
DOS01939	731	Dungeons of Kroz	Dungeons of Kroz	Dungeons of Kroz (1989).zip	DungKroz	1989	Softdisk Publishing	Apogee Software, Ltd.	Action; Puzzle	3rd-Person Perspective, Top-Down	Puzzle-Solving, Real-Time, Shooter		Kroz series	http://www.mobygames.com/game/dungeons-of-kroz	Y	Includes part 2												1	Intel 8088 / 8086
DOS06640		Dungeons of Noudar 3D	Dungeons of Noudar 3D	Dungeons of Noudar 3D (2018).zip	Noudar3D	2018	Freeware	Daniel Monteiro	Role-Playing				Theme: Fantasy		Y													1	
DOS06336	74431	Dunjax	Dunjax	Dunjax (1991).zip	Dunjax	1990	Freeware	Jeff Mather	Action					http://www.mobygames.com/game/dunjax	Y							CGA; VGA						1	Intel 8088 / 8086
DOS17489	2416	Dunjonquest: Curse of Ra		Dunjonquest - Curse of Ra (1982).zip	DQCurse	1982	Epyx, Inc.	Automated Simulations, Inc.	Role-Playing				Dunjonquest series; Temple of Apshai series; Theme: Fantasy		Y													1	
DOS17490	23891	Dunjonquest: Temple of Apshai		Dunjonquest - Temple of Apshai (1982).zip	DQTemp	1982	Epyx, Inc.	Automated Simulations, Inc.	Role-Playing				Dunjonquest series; Temple of Apshai series; Theme: Fantasy		Y													1	
DOS17488	23892	Dunjonquest: Upper Reaches of Apshai		Dunjonquest - Upper Reaches of Apshai (1982).zip	DQApshai	1982	Epyx, Inc.	Automated Simulations, Inc.	Role-Playing				Temple of Apshai series; Dunjonquest series; Theme: Fantasy		Y													1	
DOS00269		Duracell: Run the Bunny	Duracell - Run the Bunny	Duracell - Run the Bunny (1996).zip	duracell	1996	Freeware	Unknown	Action; First Person Shooter						Y													1	
DOS15363		Durak	Durak	Durak (1992).zip	Durak	1992	Freeware	Felix	Board Game / Party Game; Casino; Strategy					https://www.old-games.ru/game/6470.html	Y													1	
DOS01945	14700	Dusk of the Gods	Dusk of the Gods	Dusk of the Gods (1991).zip	duskgod	1991	Interstel Corporation	Event Horizon Software, Inc.	Action; Role-Playing	Isometric	Fantasy		Theme: Fantasy	http://www.mobygames.com/game/dusk-of-the-gods	Y							VGA; EGA; Tandy / PCjr						1	Intel 80286
DOS06813	70862	Dustman	Dustman	Dustman (1992).zip	Dustman	1992	Freeware	Unknown	Puzzle		Puzzle-Solving, Real-Time	Editor / Construction Set		http://www.mobygames.com/game/dustman	Y							VGA						1	
DOS07511	79586	Dvorak on Typing	Dvorak on Typing	Dvorak on Typing (1991).zip	Dvorak91	1991	Interplay Productions, Inc.	Park Place Productions	Education					http://www.mobygames.com/game/dvorak-on-typing	Y							CGA; VGA; EGA; Hercules; Tandy / PCjr						1	
DOS01946	32777	Dylan Dog: Murderers	Dylan Dog - Gli Uccisori	Dylan Dog - Gli Uccisori (1992).zip	DylanGli	1992	Simulmondo	Simulmondo	Action	3rd-Person Perspective, Platform, Side-Scrolling	Comics, Puzzle-Solving, Survival Horror	Licensed Title	Dylan Dog licensees	http://www.mobygames.com/game/dylan-dog-murderers	Y							VGA						1	
DOS01947	16262	Dylan Dog: Through the Looking Glass	Dylan Dog - Through the Looking Glass	Dylan Dog - Through the Looking Glass (1992).zip	dylandog	1993	Simulmondo	Simulmondo	Adventure	1st-Person Perspective	Comics, Detective / Mystery, Horror, Puzzle-Solving	Licensed Title	Dylan Dog licensees; Theme: Horror; Genre: Mystery	http://www.mobygames.com/game/dylan-dog-through-the-looking-glass	Y													1	
DOS17493		Dynamite Joe		Dynamite Joe (1996).zip	DynaJoe	1996	Computers Communications & Visions	Chili Con Valley	Puzzle						Y													1	
DOS17494		Dynatech: 30th Anniversary Edition		Dynatech (1992).zip	Dynatech	2022	Magic Bytes	eleven Software	Strategy; Construction and Management Simulation				Theme: Sci-Fi; Merchant / Trade-oriented games		Y													2	
DOS15895		Dyno-Quest	Dyno-Quest	Dyno-Quest (1991).zip	DynoQst	1991	Mindplay Educational Software Company	Mindplay Educational Software Company	Adventure; Education				Education: Science		Y													1	
DOS02045	50218	E.S.S.	E.S.S.	E.S.S. (1989).zip	ess	1989	Tomahawk	Coktel Vision	Construction and Management Simulation	1st-Person Perspective, 3rd-Person Perspective	Flight, Managerial, Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/ess	Y	original version, not MEGA						CGA; VGA; Hercules						1	
DOS02049	7733	E.S.S. Mega	E.S.S Mega	E.S.S Mega (1991).zip	ESSMega	1991	Tomahawk	Coktel Vision	Vehicle Simulation	1st-Person Perspective, 3rd-Person Perspective	Sci-Fi / Futuristic		Theme: Sci-Fi	http://www.mobygames.com/game/ess-mega	Y							VGA						1	Intel 80286
DOS00346	22278	E.T.: No More Mr. Nice Alien	E.T. - No More Mr. Nice Alien	E.T. - No More Mr. Nice Alien (1997).zip	ETNoMore	1997	Mistigris	Mistigris	Action; Shooter	3rd-Person Perspective, Side-Scrolling	Shooter		Fangames	http://www.mobygames.com/game/et-no-more-mr-nice-alien	Y													1	
DOS00538	14171	Eagle Eye Mysteries	Eagle Eye Mysteries	Eagle Eye Mysteries (1993).zip	eagle1	1993	EA*Kids	Stormfront Studios	Adventure; Education	1st-Person Perspective	Detective / Mystery		Eagle Eye Mysteries; Genre: Mystery	http://www.mobygames.com/game/eagle-eye-mysteries	Y							VGA			Y			1	Intel i386 SX
DOS00539	19256	Eagle Eye Mysteries in London	Eagle Eye Mysteries in London	Eagle Eye Mysteries in London (1994).zip	eagle2	1993	EA*Kids	Stormfront Studios	Adventure; Education	1st-Person Perspective	Detective / Mystery, Puzzle-Solving		Eagle Eye Mysteries; Genre: Mystery	http://www.mobygames.com/game/eagle-eye-mysteries-in-london	Y							VGA		Y	Y			1	Intel i386 SX
DOS17261		Eagles		Eagles (1996).zip	Eagl1996	1996	Freeware	Escape Software Inc	Vehicle Simulation						Y													1	
DOS00540	26816	Eagle's Rider	Eagle's Rider	Eagle's Rider (1991).zip	EaglesRi	1991				3rd-Person Perspective	Arcade, Flight, Sci-Fi / Futuristic, Shooter		Theme: Sci-Fi	http://www.mobygames.com/game/eagles-rider	Y							VGA; EGA						1	Intel 8088 / 8086
