Identification FileName	Size	CRC32	eXoID	ZIP	Boot	Image	StartingExe	StartingExeSize	StartingExeCRC	IDFileFolder	Rowstart	Rowlines	eXoDOS entry?	Same ID, Name and Size	Unique File
STATES.EXE	183277	3561F7DA	DOS05427	United States Quiz (1993).zip						UnitedSt\					1
MACHINE.EXE	104154	0419266F	DOS05428	Universal Warrior (1995).zip			run.bat	714	E150BF08	Universa\					1
UNIVERSE.EXE	94488	68A19A37	DOS05429	Universe (1994).zip						univcore\					1
CONSTRUC.EXE	90155	DDB56624	DOS05430	Universe (1987).zip			run.bat	653	D33C1F31	univ1\					1
U3.EXE	123917	15094A7A	DOS05431	Universe 3 (1990).zip						univ3\					1
UNIVERS2.COM	1059	4B6DF043	DOS05432	Universe 2 (1989).zip						univ2\					1
CKIT.EXE	587843	EB1B1026	DOS05433	Unlimited Adventures (1993).zip			run.bat	512	6B74E6AE	unlimadv\					1
UNS.EXE	10514	5E3A25AA	DOS05434	Unnatural Selection (1993).zip						Unnatura\unscd\					1
UR.EXE	754025	9EC93510	DOS05435	Unnecessary Roughness (1993).zip			run.bat	661	BDB99EB4	Unnecess\ROUGH\					1
UR95.BIN	224354928	CA8805A6	DOS05436	Unnecessary Roughness '95 (1994).zip		Image	run.bat	698	29D4FB03	Unnece95\UR95PC\					1
Unnecessary Roughness '96.img	269426304	D3366B1D	DOS05437	Unnecessary Roughness '96 (1995).zip		Image	UR96.BAT	58	9CC1E3ED	Unnece96\UR96PC\					1
UNO.EXE	59248	859C2577	DOS05438	Uno (1991).zip						Uno91\					1
UNREAL.EXE	23037	DCA31657	DOS05439	Unreal (1991).zip			UNREAL.BAT	427	D89565BC	Unreal\					1
URW.EXE	932051	E57EA151	DOS05440	UnReal World (1994).zip			run.bat	369	EF84BF9A	unrealW\					1
Untima9.exe	88574	329DEA24	DOS05441	Untima IX - Descension (2003).zip						untima\					1
egagame.exe	75921	78968A2D	DOS05442	Untouchables, The (1989).zip			start.bat	26	F5DA999A	TheUntou\					1
upndown.com	61440	208838AD	DOS05443	Up 'n Down (1987).zip						UpnDown\					1
p-up.exe	34631	8045DC36	DOS05444	Up Periscope! (1988).zip						UpPerisc\					1
uridium.exe	128611	EAAE3DE6	DOS05446	Uridium (1988).zip						Uridium\					1
urthwurm.exe	18977	1D8811FB	DOS05447	Urthwurm (2002).zip						Urthwurm\					1
SOCCER.EXE	44176	144D8088	DOS05449	USA Soccer '94 (1994).zip						USASoc94\					1
USNF.EXE	1033360	973FB568	DOS05452	U.S. Navy Fighters (Gold) (1995).zip			run.bat	414	0E26DF39	USNavFiG\					1
STINGER.EXE	67573	A1324FFA	DOS05453	U.S.S. Stinger (1989).zip						USSSting\					1
REL.EXE	1021023	0382923B	DOS05454	USS Ticonderoga Life and Death on the High Seas (1995).zip			TICO.BAT	43	F7EC336F	USSTicon\tico\					1
MOQ.COM	64221	D6D41D65	DOS05455	Usurper, The - The Mines Of Qyntarr (1989).zip						qyntarr\					1
UTOPIA.EXE	1605	A75EF344	DOS05456	Utopia - The Creation of a Nation (1991).zip						UtoptCoN\utopia\					1
Vacation.z5	248320	BFCC1CDC	DOS05458	Vacation Gone Awry (2002).zip			frotz.exe	129024	57987597	vacgaw\					1
avalley.exe	149484	3BCC52D7	DOS05459	Valley, The (2001).zip						tvalley\					1
VAMPIRE.EXE	42711	06E3A8D5	DOS05460	Vampire's Castle Adventure (1988).zip						vampca\					1
VTOWER.EXE	127031	7A8BBB70	DOS05461	Vampiric Tower (2000).zip						vamptow\					1
VAMPYR.EXE	168288	C410148D	DOS05462	Vampyr - Talisman of Invocation (1990).zip						vampyrti\					1
VANGUARD.EXE	380812	5F260FD3	DOS05463	Vanguard Ace - Vertical Madness (1997).zip						Vanguard\					1
The Varginha Incident.img	410713296	C043FB71	DOS05466	Varginha Incident, The (1998).zip		Image	ALIEN.BAT	591	90D61711	TheVargi\AA\					1
vgame.z8	501760	D0DA2305	DOS05467	Varicella (1999).zip			frotz.exe	129024	57987597	varicell\					1
VARITALE.COM	52291	B6F5C822	DOS05468	VariTale (1987).zip						varitale\					1
VAXINE.EXE	49308	19444CAE	DOS05470	Vaxine (1990).zip			run.bat	442	AFEB2C92	Vaxine\					1
VC.BAS	13440	B959BF27	DOS05471	VC (1983).zip			vc.BAT	12	2E841E4D	vc\					1
VEC.EXE	71041	9B275A32	DOS05472	Vectorball (1988).zip						Vectorba\					1
VEGAS.EXE	172682	F3DAACFB	DOS05473	Vegas Bandit (1994).zip						VegasBan\					1
Vegas.exe	59936	0B5EA71E	DOS05474	Vegas Gambler (1987).zip						VegasGam\					1
VEGASPRO.EXE	111776	62E25052	DOS05476	Vegas Pro Video Poker (1989).zip			1.BAT	12	6CA8AB1F	VegasPro\					1
VEIL.COM	1550	D427982E	DOS05477	Veil of Darkness (1993).zip			run.bat	621	8442E1F8	veildark\					1
VMIND.EXE	44848	BA239A2E	DOS05478	Velcro Mind (1995).zip						VelcroMi\					1
VEX.EXE	28896	E38E1487	DOS05480	Vengeance of Excalibur (1991).zip			run.bat	830	FB48D9A2	vengexca\					1
TRILOGY.COM	528	7E8CF91E	DOS05481	Venom (1987).zip						venom87\					2
VENTURE.BAT	27840	7208AB2E	DOS05482	VENTURE (pci) (1993).zip						Venture\Venture\					1
VERITECH.EXE	37088	086CDF13	DOS05483	Veritech - Variable Flight Simulator (1994).zip						veritech\					1
VERSAILL.EXE	710467	6294C994	DOS05485	Versailles 1685 (1997).zip						vers\					1
VETTE.EXE	248173	C013A5B5	DOS05486	Vette! (1989).zip						Vette!\					1
V4V.EXE	487824	2E323BD8	DOS05487	V for Victory - D-Day Utah Beach (1991).zip						VVUtahB\v\					2
VSHARKS.EXE	77336	53B4FE71	DOS05491	VGA Sharks (1990).zip						VGAShark\					1
MENUEGA.COM	3984	791D55CD	DOS05492	Viaje Al Centro De La Tierra (1989).zip			VIAJE.BAT	741	8A940455	ViajTera\					1
VID.PR2	475	B2C4A53D	DOS05493	Vida (1993).zip			VIDA.BAT	9	5B0C80F4	vida\					1
VIG1.EXE	258689	74568878	DOS05495	Vigilance on Talos V (1996).zip						Vigilanc\					1
VIKINGS.EXE	233028	D2E50628	DOS05496	Vikings - Fields of Conquest - Kingdoms of England II (1993).zip						Vikings\					1
GODDESS.EXE	55991	4FE3F417	DOS05497	Vinyl Goddess from Mars (1995).zip						VinylGod\					1
VIRTUACHESS.ISO	240785408	AC8C531F	DOS05498	Virtual Chess (1995).zip		Image				VRChes95\cd\					1
VKARTS.iso	167442432	B79EBE42	DOS05499	Virtual Karts (1995).zip		Image				VirtualK\cd\					1
POOL.EXE	325195	CEB54ECC	DOS05500	Virtual Pool (1995).zip						VirtualP\vpool\					1
3DEDIT.EXE	597504	E1CDAAA8	DOS05501	Virtual Reality Studio 2.0 (1992).zip			run.bat	893	080ACE74	VirtualR\					1
SNOOKER.EXE	296455	DB7528EE	DOS05503	Virtual Snooker (1996).zip						VirtualS\intrplay\vsnooker\					1
VIRTUOSO.EXE	421357	12FE4EE8	DOS05505	Virtuoso (1994).zip						Virtos94\VIRTUOSO\					1
i35_71.img	36642816	B30F58B4	DOS05506	Virus-Farm (1992).zip		Image				Virus-Fa\					1
BOOM.EXE	7535	61C8DD50	DOS05508	Visions of Aftermath - The Boomtown (1988).zip						visionaf\					1
VIXEN.EXE	28640	D942E536	DOS05510	Vixen (1988).zip						Vixen88\					1
VIZ.EXE	14846	58C201D5	DOS05511	Viz - The Game (1992).zip			run.bat	450	BA2A6CC3	viz\viz\					1
VLAK.COM	13154	9337196	DOS05512	Vlak (1993).zip			VLAK.COM	13154	9337196	Vlak93\					1
VOLCANO.EXE	114563	78549A0F	DOS05513	Volcano Hunter (1991).zip						VolcanoH\					1
VOLFIED.EXE	2877	414BF40A	DOS05514	Volfied (1991).zip						Volfied\					1
VOLLEY.EXE	63472	E285E705	DOS05515	Volleyball Simulator (1988).zip						Volleyba\					1
vg.com	3115	9D4EB9A4	DOS05516	Voodoo Girl - Queen of the Darned (2003).zip						vgqod\					1
Voyeur.bin	437493168	E45350FC	DOS05517	Voyeur (1994).zip		Image	VOYEUR.BAT	93	AD2C0B02	voy1\					1
V2.EXE	274278	26E8A9E4	DOS05518	Voyeur 2 (1996).zip						VOYEURII\					1
start.exe	63418	B73CDD8F	DOS05519	Vroom (1994).zip						Vroom\					1
VRSCCR96.EXE	1378954	528E91D8	DOS05520	VR Soccer '96 (1995).zip			run.bat	338	EB7B49AB	VRSoccer\					1
V.EXE	54582	1A92B088	DOS05521	Vulcan - The Tunisian Campaign (1988).zip						VulcanT\vulcan\					1
VWING.EXE	505331	A8978B07	DOS05522	V-Wing (1997).zip						VWing\VWing\					1
WACKY.EXE	422272	71F1C257	DOS05523	Wacky Funsters! The Geekwad's Guide to Gaming (1992).zip			run.bat	518	97157DDF	WackyFun\wacky\					1
WW.EXE	650437	BF9D9BAE	DOS05524	Wacky Wheels (1994).zip			run.bat	483	1C4F3641	WackyWhe\wacky\					1
W.EXE	498464	3CC4B08D	DOS05525	Walls of Rome (1993).zip			WALLS.BAT	49	A8E9E4E7	WallRome\					1
jungle.exe	635639	6DCDCFF1	DOS05527	Walt Disney's The Jungle Book (1995).zip						WaltDisn\					1
WANDERER.EXE	163840	BFE5D996	DOS05528	Wanderer (1988).zip			pick.bat	323	90E43000	wanderer\					1
SW.EXE	2324000	FF722CD4	DOS05529	Wanton Destruction (2005).zip			RUN.BAT	346	63F2F46C	WantonDe\					1
WARCOLLE.EXE	207828	F5F2BC28	DOS05531	War College, The - Universal Military Simulator 3 (1995).zip			RUN.BAT	362	1B3FE49C	TheWarCo\					1
WAR2.EXE	906927	0C4BE779	DOS05536	Warcraft II - Tides of Darkness (1995).zip			run.bat	838	62B94EEF	WarcrafD\					1
WAR.EXE	319291	A3EE9116	DOS05537	WarCraft - Orcs & Humans (1994).zip			run.bat	509	3E00B5A3	WarCraft\					1
WARDIARY.iso	176531456	0F6D5AFD	DOS05538	War Diary (1997).zip			run.bat	531	DFDB5B13	wardiary\					1
WE.EXE	283415	4AE3C84E	DOS05539	War Eagles (1989).zip						WarEagle\					1
WCS.EXE	109056	CED08F8E	DOS05540	Wargame Construction Set (1986).zip			WCS.BAT	18	DAFC5D6D	WarCon\					1
RIFLES.EXE	939071	998CC425	DOS05541	Wargame Construction Set III Age of Rifles 1846-1905 (1996).zip			RIFLES2.BAT	24	0E45FC5E	WargameC\rifles\					1
tanks.exe	669833	426B1859	DOS05542	Wargame Construction Set II - TANKS! (1994).zip			run.bat	519	C7D66B0E	WarCon2\					1
WARINC.EXE	1185311	01E711D3	DOS05543	War Inc. (1997).zip			RUN.BAT	350	5505E7A7	WarInc\					1
GULF.EXE	3392	C72A0BBC	DOS05544	War in the Gulf (1993).zip			run.bat	456	27FA6070	Warinthe\					1
WARI.EXE	88892	B3BD73C4	DOS05545	Wari - The Ancient Game of Africa (1994).zip						WariThe\					1
WARLORDS.EXE	136747	6EEEB7CD	DOS05547	Warlords (1990).zip						Warlords\					1
WARLORD2.EXE	542880	1B4D540F	DOS05548	Warlords II (1993).zip			run.bat	660	B363D4A9	Warlrd2\					1
W2DS.EXE	236883	0B6B3D07	DOS05549	Warlords II Deluxe (1995).zip			run.bat	879	5323E6D8	Warlrd2D\W2DELUXE\					1
START.EXE	317720	6A6C0B88	DOS05551	War of the Lance (1990).zip						Warofthe\					1
STARFLET.SHP	4378	8721EA74	DOS05552	Warp Factor, The (1982).zip			start.bat	22	1F8471B0	TheWarpF\					1
WOFL.EXE	287680	52712271	DOS05553	Warriors of Legend (1993).zip						warrileg\					1
WARSHIP.EXE	3888	8E5839E7	DOS05554	Warship (1988).zip						Warship\					1
WL.EXE	62549	8DC6CB12	DOS05556	Wasteland (1988).zip						wastland\EGA\					1
WATERLOO.EXE	334674	9B2E3BE1	DOS05557	Waterloo (1989).zip						Waterloo\					1
WATER.EXE	1966585	DA9D2859	DOS05558	Waterworld (1997).zip			WW.BAT	129	62F12F9B	Waterwor\ww\					1
batman.exe	247856	12560348	DOS05559	Watman (2000).zip						Watman\					1
RUNVGA.EXE	102809	C10A4E91	DOS05560	WaxWorks (1992).zip			run.bat	434	E5E71001	waxworks\					1
WGHOCK.EXE	702307	0B92C014	DOS05561	Wayne Gretzky and the NHLPA All-Stars (1995).zip			run.bat	715	59614EAB	WayneGre\WGHOCK\					1
HKY.EXE	125224	DF5BE6A1	DOS05562	Wayne Gretzky Hockey (1989).zip			HOCKEY.BAT	20	4CD9933A	WayneGH1\					1
HKY.EXE	208256	AC81AFA4	DOS05563	Wayne Gretzky Hockey 2 (1991).zip			HKY.COM	159	C346318C	WayneGH2\					1
WGH3_K.EXE	6238	F2B76FBB	DOS05564	Wayne Gretzky Hockey 3 (1992).zip			run.bat	699	689FAEFE	WayneGH3\WgH3\					1
ww.exe	140256	00FD8930	DOS05565	Waynes World (1993).zip			run.bat	456	3668543D	wayne\					1
CBS.EXE	55296	EF98D8B5	DOS05567	Webster - The Word Game (1984).zip						WebsterT\					1
WEEBEE.EXE	116360	D5D11124	DOS05568	Weebee Worlds (1994).zip						Weebee\					1
Weird.exe	71001	3F5A459A	DOS05569	Weird Dreams (1989).zip						wdreams\					1
welltris.exe	50902	32F6F7A5	DOS05570	Welltris (1989).zip						Welltris\					1
R.EXE	570776	76FCB54C	DOS05571	Wembley Rugby League (1996).zip			RUGBY.BAT	40	3986D319	WembleyR\rl\					1
wrbk.exe	186020	3DFA488B	DOS05572	We're Back! - A Dinosaur's Story (1993).zip						WereBack\					1
WHEEL.EXE	68119	A489CE5C	DOS05573	Wheel of Fortune - New Third Edition (1988).zip						WheelF3\					2
when.exe	678863	E0FFF585	DOS05574	When Two Worlds War (1993).zip			run.bat	637	DE6D8655	WhenTwoW\					1
RUNME.EXE	165147	30A61438	DOS05575	Where in America's Past is Carmen Sandiego (1991).zip			run.bat	539	E8EB47AA	wapcs\					1
CARMEN.EXE	77723	50B55351	DOS05576	Where in Europe is Carmen Sandiego (1988).zip						wecs\					1
CARMEN.EXE	165621	7908BD9B	DOS05577	Where in Space is Carmen Sandiego (1993).zip			run.bat	685	57CD030F	wscs\					1
CARMEN.EXE	29336	C95C8C8A	DOS05578	Where in the USA is Carmen Sandiego (1986).zip						wucs\floppy\					1
CARMEN.EXE	140261	C8A6F113	DOS05579	Where in the USA is Carmen Sandiego Deluxe (1994).zip			run.bat	712	13B7724D	wucsd\					1
CARMEN.EXE	120731	14F6F15A	DOS05580	Where in the USA is Carmen Sandiego Enhanced (1992).zip						wucse\					1
CARMEN.EXE	27059	B9B251F7	DOS05581	Where in the World is Carmen Sandiego (1985).zip						wwcs\					1
CARMEN.EXE	117371	EE3DFCF0	DOS05582	Where in the World is Carmen Sandiego Enhanced (1989).zip						wwcse\					1
carmen.exe	119257	2C075BC7	DOS05584	Where in Time is Carmen Sandiego (1989).zip						wtcs\					1
I.EXE	167936	8BD6EAC0	DOS05585	Where Time Stood Still (1987).zip			WTSS.BAT	27	5208D563	wtimess\					1
WHIP.EXE	1035711	4EB2CC52	DOS05586	Whiplash (1995).zip			run.bat	1180	71E1C830	Whiplash\intrplay\whiplash\					1
WD.EXE	202377	9FA2E47E	DOS05587	White Death (1990).zip						whitdeth\					1
GO.EXE	3597	CAB08780	DOS05589	Whizz (1994).zip			run.bat	1182	A107D65B	Whizz94\Whizz\					1
EWFRR.EXE	3263	107AD2A1	DOS05590	Who Framed Roger Rabbit (1988).zip						WhoFrame\					1
JOHNROCB.EXE	277903	0A90A9DA	DOS05592	Who Shot Johnny Rock (1994).zip						WhoShotJ\johnroc\					1
WIBARM.COM	1205	FBB63DB5	DOS05593	Wibarm (1989).zip						wibarm\diskc\					1
WILF.EXE	106599	864EA871	DOS05594	Wibbling Wilf (1991).zip						Wibbling\					1
WILD.EXE	209344	3EB4D134	DOS05595	Wilderness - A Survival Adventure (1986).zip						wild\					1
WILD.EXE	92738	78BE2AB3	DOS05596	Wild Life (1990).zip						WildLife\					1
MAIN.EXE	527200	A928CDDB	DOS05597	Wild Science Arcade, The (1993).zip			SCIENCE.BAT	26	944BA58E	TheWildS\					1
WILD.EXE	41287	F86F2352	DOS05598	Wild Streets (1990).zip						WildStre\					1
WILDWEST.EXE	249414	1849178A	DOS05599	Wild West World (1992).zip			WWW.BAT	33	35836244	WildWest\					1
WILD.EXE	6803	AC3BD5B3	DOS05600	Wild Wheels (1990).zip			run.bat	448	A67BA41B	wildwls\					1
ZANY.COM	63153	4A76769B	DOS05601	Will Harvey's Zany Golf (1988).zip			GOLF.BAT	8	060999EA	WillHarv\					1
ARCADE.EXE	6730	B8FA0C37	DOS05602	Williams Arcade Classics (1995).zip						Warcade\arcade\					1
TEKWAR.EXE	610381	F83B25E6	DOS05603	William Shatner's TekWar (1995).zip			RUN.BAT	897	662BBD0A	WSTekWar\TekWar\					1
WILLOW.EXE	109355	F57A7EEC	DOS05604	Willow (1988).zip						Willow\					1
WILLY.COM	20854	CD81EF2A	DOS05605	Willy The Worm (1985).zip						WilyWorm\					1
WILLY2.COM	23595	4C0363AA	DOS05606	Willy the Worm Part II - The Big Trip Home (1987).zip						WilyWor2\					1
GOLF.EXE	212208	E79B5F29	DOS05607	Wilson ProStaff Golf (1993).zip						wprostgo\wilson\					1
WIND.EXE	48034	42A39531	DOS05608	Windsurf Willy (1989).zip						Windsurf\					1
WIND.EXE	94384	D649AEDB	DOS05609	Windwalker (1989).zip						windwalk\					1
WCA.EXE	288096	D808B8B3	DOS05611	Wing Commander Academy (1993).zip			run.bat	469	902D201E	WCAcad\					1
ARMADA.EXE	742112	07AFE900	DOS05612	Wing Commander Armada (1994).zip			run.bat	547	6F791946	wingcomm\armada\					1
WC.EXE	304976	425F19E3	DOS05613	Wing Commander (1990).zip			run.bat	2160	72F78797	WC\					1
WC.BIN	38516352	5A7D6309	DOS05614	Wing Commander II Deluxe Edition (1992).zip		Image	RUN.BAT	1337	6428858D	WC2DLX\					1
cd1.iso	592723968	AB3277B9	DOS05615	Wing Commander III Heart of the Tiger (1994).zip			run.bat	781	8A024815	WC3HotT\WC3\					1
WC4.EXE	1158904	040A74C0	DOS05622	Wing Commander IV The Price of Freedom (1996).zip						WC4PoF\wc4\					1
PRIV.EXE	8325	AF895636	DOS05624	Wing Commander Privateer (CD-ROM) (1994).zip			run.bat	369	F521C6BD	WCPriv\					1
WINGNUTS.bin	751146480	540057DB	DOS05631	Wing Nuts - Battle in the Sky (1997).zip			run.bat	742	65CBE995	WingNuts\					1
WOFE.EXE	122349	15FCB4AA	DOS05632	Wings of Fury (1989).zip						WingsofF\					1
WG.EXE	30105	7B28AB17	DOS05633	Wings of Glory (1995).zip			run.bat	1076	5FB05854	WingsofG\WINGS\					1
WINGSTAR.EXE	275645	967864CD	DOS05634	Wingstar (1996).zip						Wingstar\Wingstar\					1
WLD.EXE	81488	B39C79A5	DOS05635	Win, Lose, or Draw (1988).zip						WinLose\					1
WINNIE.COM	1933	095E027B	DOS05636	Winnie the Pooh in the Hundred Acre Wood (1985).zip						winnie\					1
DISK.EXE	2807	D98DA711	DOS05637	Winter Challenge - World Class Competition (1988).zip			START.BAT	11	E7F53F0A	WinterCh\					1
WO94.EXE	1646	4BA847A7	DOS05638	Winter Olympics - Lillehammer '94 (1993).zip						WinterOl\wo94\					1
Wipeout.bin	507102960	0EE2B4E4	DOS05640	WipEout (1995).zip		Image				WipEout\cd\					1
wishbrin.dat	128905	52C78224	DOS05641	Wishbringer (1985).zip			run.bat	621	741E0699	wishbrin\					1
WH.EXE	765149	4495FDEF	DOS05642	Witchaven (1995).zip			run.bat	1473	FF6D99F4	Witchave\capstone\whaven\					1
WH2.EXE	1027593	C6EF9266	DOS05643	Witchaven II - Blood Vengeance (1996).zip			run.bat	1419	60234FE2	Witchav2\capstone\whaven2\					1
witness.dat	122880	89CC8673	DOS05644	Witness, The (1983).zip			frotz.exe	129024	57987597	witness\					1
WIZTYPE.EXE	73984	1F5C835B	DOS05645	Wizard of Id's WizType (1984).zip						Wizardof\					1
WOZ.EXE	53920	B463A3ED	DOS05646	Wizard of Oz (1985).zip						wizoz\					1
WROOT.EXE	67134	888CEC83	DOS05647	Wizardry VI - Bane of the Cosmic Forge (1990).zip			PLAYBANE.BAT	2267	032744F2	wizar6\					1
DS.EXE	69206	79446159	DOS05648	Wizardry VII - Crusaders of the Dark Savant (1992).zip			run.bat	1720	0A27E0F6	wizar7\					1
adv12.dat	18513	55D4DB4C	DOS05649	Golden Voyage (1981).zip			SCOTT.EXE	27594	9DAEBDDE	gvoyage\					1
adv09.dat	17831	2C9A1D68	DOS05650	Ghost Town (1981).zip			SCOTT.EXE	27594	9DAEBDDE	ghostown\					1
HEZARIN.COM	9735	FFC430C0	DOS05651	Hezarin (1981).zip						hezarin\					2
HARIBO.EXE	254974	46BA11DD	DOS05652	Hariboy's Quest (1996).zip			ENGLISH.BAT	19	4953D351	hariboy\					1
LASTDAYS.COM	10165	22C8BFBC	DOS05653	Last Days of Doom (1988).zip						lastdoom\					2
MANIAC.EXE	72899	B2199B55	DOS05654	Maniac Mansion Enhanced (1988).zip						mansiond\					1
MURDAC.COM	12080	ABFD4DFC	DOS05655	Monsters of Murdac (1987).zip						murdac\					1
Hermit.exe	13995647	C6E25EE7	DOS05656	Night of the Hermit (2001).zip			run.bat	519	726EB612	niteherm\					1
Hamil.com	10240	E6367C8E	DOS05657	Kingdom of Hamil (1987).zip						kingham\					1
HANKQST.COM	3115	9D4EB9A4	DOS05658	Hank's Quest - Victim of Society (2002).zip						hankques\					1
adv14a.dat	19013	7E5BFC47	DOS05659	Return to Pirate's Island (1983).zip			SCOTT.EXE	27594	9DAEBDDE	rpirate\					1
ZAK.EXE	72195	2FC7C624	DOS05660	Zak McKracken and the Alien Mindbenders Enhanced (1988).zip			START.BAT	24	D2098790	zakenh\					1
CARMEN.BIN	158348400	B5BF93A1	DOS05661	Where in the World is Carmen Sandiego CD (1995).zip		Image	run.bat	520	94CB8D16	wwcscd\deluxe\					1
RAUNES.EXE	144704	BA256E24	DOS05662	Udoiana Raunes (2000).zip						udoi\					1
Raunes3.exe	179568	7D088E1A	DOS05663	Udoiana Raunes 3 - In Search for Indiana Jones 4 (2003).zip						udoi3\					1
HOUND_CD.BIN	650393856	FA47DC00	DOS05664	Hound of the Baskervilles (1993).zip		Image	HOUND.BAT	42	57DBF708	houndb\					1
for2.exe	70416	51F6EDB1	DOS05665	Fellowship of the Ring, The - Part 2 (1986).zip						fotr2\					1
Immortal.BIN	781360272	A4451509	DOS05666	Golden Immortal (1991).zip		Image				GoldImmo\cd\					1
for1.exe	69168	1BACEAED	DOS05667	Fellowship of the Ring, The - Part 1 (1986).zip						fotr1\					1
SERPENT.COM	694	C6469170	DOS05668	Ultima VII Part 2 - Serpent Isle + The Silver Seed (1993).zip			run.bat	1255	044335BD	ultima72\					2
ULTIMA7.COM	690	E79371F8	DOS05669	Ultima VII Part 1 - The Black Gate + Forge of Virtue (1992).zip			run.bat	1110	B11195D3	ultima71\					2
tatou.com	6751	5C638DF2	DOS05670	Cool Ball (1990).zip						CoolBal\					1
CRUSHER2.EXE	192097	4A64EA5B	DOS05672	Crusher Castle II (1993).zip						CrshCa2\					1
DARKCON.EXE	80322	A7431475	DOS05674	Dark Continent (1987).zip						DarkCont\					1
DEFENSE.EXE	179904	FBE2BF23	DOS05676	Defense (1994).zip						Defens94\					1
MENU.EXE	54528	C53E9FC7	DOS05678	Dell Crossword Puzzles Volume III (1987).zip						DelXWord\					1
WIZ4.DSK	327680	227E614E	DOS05679	Wizardry IV - The Return of Werdna (1986).zip			WIZ4.COM	18694	8610D8A9	wizar4\					1
castle.exe	49280	3B8DD9EC	DOS05682	Wizard's Castle, The (1981).zip						wizcas\					1
WC.EXE	185894	65764D93	DOS05683	Wizard's Crown (1985).zip						wizarcro\					1
WW.EXE	90596	CD39B073	DOS05684	Wizard Wars (1988).zip						wizawars\					1
wiz.exe	171232	F20327E1	DOS05685	Wizard Warz (1987).zip						wizawarz\					1
WIZBALL.EXE	77600	98D52723	DOS05686	Wizball (1987).zip						Wizball\					1
WIZKID.EXE	3468132	79F707C2	DOS05687	Wizkid - The Story of Wizball II (1992).zip			run.bat	508	0E8D28A8	WizkidTh\					1
WOLF.EXE	16691	79FBDBB7	DOS05688	Wolf (1994).zip			run.bat	592	7E6C5BEE	Wolf\wolf\					1
WOLF3D.EXE	108779	6D818DBE	DOS05689	Wolfenstein 3D (1992).zip						Wolf3D\Wolf3D\wolf3d\					1
WOLFPACK.EXE	116395	AB496104	DOS05692	WolfPack (1990).zip						WolfPack\					1
wolfsbane.BIN	165637248	1.78E+37	DOS05693	Wolfsbane (1995).zip		Image				wolfbane\cd\					1
GAME.EXE	342800	36E9B09B	DOS05694	Wonderland (1990).zip			run.bat	377	7B05B5CC	wland\					1
LADDER.EXE	50309	2C50F1C2	DOS05695	Word Ladders (1991).zip						WordLadd\					1
WR1.EXE	187359	5CB19F9A	DOS05696	Word Rescue (1992).zip			run.bat	508	8BDA82FF	WordResc\					1
WR2.EXE	187487	6A2326AC	DOS05696	Word Rescue (1992).zip			run.bat	508	8BDA82FF	WordResc\					1
WR3.EXE	168002	A8383D4A	DOS05696	Word Rescue (1992).zip			run.bat	508	8BDA82FF	WordResc\					1
WRPLUS.EXE	177008	07101A95	DOS05696	Word Rescue (1992).zip			run.bat	508	8BDA82FF	WordResc\					1
wordtris.exe	192116	46508995	DOS05697	Wordtris (1992).zip						Wordtris\					1
WW3.EXE	49041	04CE08B0	DOS05698	Word Whiz (1990).zip			run.bat	499	3564DB52	WordWhiz\					1
WW1.EXE	33278	796CEBAF	DOS05698	Word Whiz (1990).zip			run.bat	499	3564DB52	WordWhiz\					1
WW4.EXE	47466	BE7AFE46	DOS05698	Word Whiz (1990).zip			run.bat	499	3564DB52	WordWhiz\					1
WW2.EXE	48344	F0F35BA2	DOS05698	Word Whiz (1990).zip			run.bat	499	3564DB52	WordWhiz\					1
STALIN.EXE	1111847	D62DCFF2	DOS05699	Stalingrad (1994).zip						WorldatW\					1
boxing.exe	115053	0741C24A	DOS05700	World Championship Boxing Manager (1990).zip						WorldCha\					1
SOCCER.EXE	63246	5793F457	DOS05701	World Championship Soccer (1991).zip						WChamSoc\					1
GP.EXE	332840	41DBF066	DOS05702	World Circuit (1992).zip			run.bat	462	46AA168A	WorldCir\mps\gprix\					1
GOLF.EXE	67351	08AA30B0	DOS05703	World Class Leader Board (1988).zip			run.bat	620	BDDA5610	WCLB\					1
